<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.03	00:30:00	2489.01	2494.09	2472.46	2477.93	3124	0	180
2025.03.03	00:40:00	2477.93	2485.18	2472.10	2472.90	2014	0	180
2025.03.03	00:50:00	2472.90	2477.72	2464.56	2465.47	1735	0	180
2025.03.03	01:00:00	2465.56	2476.46	2464.75	2474.64	1980	0	180
2025.03.03	01:10:00	2474.64	2474.68	2451.49	2461.17	2231	0	180
2025.03.03	01:20:00	2461.17	2467.81	2454.98	2460.63	2043	0	180
2025.03.03	01:30:00	2460.63	2463.13	2450.74	2463.11	2311	0	180
2025.03.03	01:40:00	2463.11	2470.47	2457.60	2458.64	2117	0	180
2025.03.03	01:50:00	2458.64	2466.50	2457.12	2459.11	1348	0	180
2025.03.03	02:00:00	2459.23	2461.99	2436.67	2441.09	2802	0	180
2025.03.03	02:10:00	2441.09	2445.91	2435.43	2442.33	2570	0	180
2025.03.03	02:20:00	2442.33	2444.44	2418.58	2421.13	2897	0	180
2025.03.03	02:30:00	2421.15	2441.98	2421.12	2437.45	2473	0	180
2025.03.03	02:40:00	2437.45	2451.04	2436.21	2443.69	1947	0	180
2025.03.03	02:50:00	2443.77	2448.77	2441.08	2447.80	1405	0	180
2025.03.03	03:00:00	2447.80	2455.69	2437.44	2442.02	1612	0	180
2025.03.03	03:10:00	2442.02	2445.48	2431.37	2433.12	1637	0	180
2025.03.03	03:20:00	2433.12	2438.12	2424.87	2432.74	2083	0	180
2025.03.03	03:30:00	2432.74	2441.10	2431.57	2439.76	1744	0	180
2025.03.03	03:40:00	2439.76	2440.97	2426.42	2436.27	1550	0	180
2025.03.03	03:50:00	2436.27	2442.95	2435.65	2440.84	1365	0	180
2025.03.03	04:00:00	2440.97	2442.82	2436.37	2438.65	1126	0	180
2025.03.03	04:10:00	2438.65	2441.73	2432.78	2441.72	1031	0	180
2025.03.03	04:20:00	2441.72	2449.70	2441.54	2443.12	969	0	180
2025.03.03	04:30:00	2443.12	2444.92	2438.50	2444.38	755	0	180
2025.03.03	04:40:00	2444.38	2452.57	2442.33	2450.50	926	0	180
2025.03.03	04:50:00	2450.50	2453.17	2446.96	2450.88	619	0	180
2025.03.03	05:00:00	2450.88	2458.29	2449.48	2449.80	965	0	180
2025.03.03	05:10:00	2449.80	2452.49	2443.41	2448.62	998	0	180
2025.03.03	05:20:00	2448.62	2448.62	2440.59	2442.15	1186	0	180
2025.03.03	05:30:00	2442.15	2448.18	2440.99	2446.44	673	0	180
2025.03.03	05:40:00	2446.44	2451.46	2443.57	2449.65	888	0	180
2025.03.03	05:50:00	2449.65	2451.06	2446.33	2449.73	765	0	180
2025.03.03	06:00:00	2449.73	2450.31	2430.19	2434.98	1314	0	180
2025.03.03	06:10:00	2434.98	2440.69	2431.66	2432.66	1350	0	180
2025.03.03	06:20:00	2432.66	2433.86	2422.47	2426.81	1253	0	180
2025.03.03	06:30:00	2426.81	2426.81	2400.45	2402.73	2592	0	180
2025.03.03	06:40:00	2402.73	2402.79	2374.90	2385.74	4064	0	180
2025.03.03	06:50:00	2385.74	2385.74	2361.39	2373.51	4054	0	180
2025.03.03	07:00:00	2373.51	2381.63	2353.74	2366.58	4480	0	180
2025.03.03	07:10:00	2366.58	2386.28	2364.07	2380.65	3567	0	180
2025.03.03	07:20:00	2380.65	2383.04	2370.70	2377.98	2194	0	180
2025.03.03	07:30:00	2377.98	2385.63	2372.27	2380.91	1944	0	180
2025.03.03	07:40:00	2380.91	2387.46	2374.80	2383.06	1758	0	180
2025.03.03	07:50:00	2383.08	2393.00	2381.51	2387.91	1419	0	180
2025.03.03	08:00:00	2387.91	2389.49	2383.46	2386.77	1356	0	180
2025.03.03	08:10:00	2386.77	2387.57	2372.32	2378.91	1457	0	180
2025.03.03	08:20:00	2378.98	2379.13	2359.12	2367.88	2291	0	180
2025.03.03	08:30:00	2367.88	2371.12	2359.16	2366.63	2123	0	180
2025.03.03	08:40:00	2366.62	2376.88	2339.78	2347.48	2369	0	180
2025.03.03	08:50:00	2347.48	2348.33	2333.58	2347.08	3814	0	180
2025.03.03	09:00:00	2347.08	2354.21	2335.89	2350.31	3835	0	180
2025.03.03	09:10:00	2350.31	2356.93	2337.53	2339.67	2812	0	180
2025.03.03	09:20:00	2339.67	2353.31	2323.91	2352.72	3766	0	180
2025.03.03	09:30:00	2352.74	2356.32	2345.65	2348.50	2668	0	180
2025.03.03	09:40:00	2348.50	2352.12	2340.16	2340.16	2065	0	180
2025.03.03	09:50:00	2340.16	2354.15	2340.16	2348.83	1880	0	180
2025.03.03	10:00:00	2348.83	2354.20	2343.42	2344.57	1998	0	180
2025.03.03	10:10:00	2344.57	2368.13	2341.74	2360.10	2911	0	180
2025.03.03	10:20:00	2360.10	2364.72	2357.03	2359.91	1731	0	180
2025.03.03	10:30:00	2359.91	2366.23	2355.22	2363.84	1706	0	180
2025.03.03	10:40:00	2363.98	2364.01	2350.75	2358.23	1548	0	180
2025.03.03	10:50:00	2358.23	2362.79	2353.49	2360.71	1071	0	180
2025.03.03	11:00:00	2360.71	2362.81	2355.27	2362.22	1624	0	180
2025.03.03	11:10:00	2362.43	2365.16	2346.56	2350.20	1631	0	180
2025.03.03	11:20:00	2350.20	2359.22	2347.28	2356.04	1728	0	180
2025.03.03	11:30:00	2356.04	2360.23	2353.54	2356.37	1468	0	180
2025.03.03	11:40:00	2356.37	2360.59	2355.06	2355.85	976	0	180
2025.03.03	11:50:00	2355.96	2358.85	2352.15	2358.30	878	0	180
2025.03.03	12:00:00	2358.30	2378.68	2355.17	2370.88	2736	0	180
2025.03.03	12:10:00	2370.88	2370.99	2353.44	2356.19	1848	0	180
2025.03.03	12:20:00	2356.19	2364.27	2356.19	2360.38	1519	0	180
2025.03.03	12:30:00	2360.24	2368.66	2356.12	2364.14	2239	0	180
2025.03.03	12:40:00	2364.14	2376.30	2363.84	2374.41	2070	0	180
2025.03.03	12:50:00	2374.40	2375.67	2364.98	2369.37	1381	0	180
2025.03.03	13:00:00	2369.46	2378.29	2366.29	2375.73	2228	0	180
2025.03.03	13:10:00	2375.88	2376.01	2363.18	2368.12	1812	0	180
2025.03.03	13:20:00	2368.12	2375.29	2366.67	2368.02	1445	0	180
2025.03.03	13:30:00	2368.02	2376.60	2366.87	2374.56	1641	0	180
2025.03.03	13:40:00	2374.56	2390.29	2374.19	2381.98	2706	0	180
2025.03.03	13:50:00	2381.98	2381.98	2370.97	2378.51	1648	0	180
2025.03.03	14:00:00	2378.51	2382.58	2372.39	2378.52	1842	0	180
2025.03.03	14:10:00	2378.52	2381.47	2359.60	2362.64	2292	0	180
2025.03.03	14:20:00	2362.64	2363.99	2348.59	2362.52	2795	0	180
2025.03.03	14:30:00	2362.61	2373.61	2328.58	2330.48	6107	0	180
2025.03.03	14:40:00	2330.32	2342.73	2313.84	2326.95	6654	0	180
2025.03.03	14:50:00	2326.89	2331.97	2268.51	2274.00	7695	0	180
2025.03.03	15:00:00	2274.45	2301.76	2271.22	2284.81	7338	0	180
2025.03.03	15:10:00	2284.63	2303.05	2278.55	2282.08	5401	0	180
2025.03.03	15:20:00	2282.08	2310.69	2281.23	2305.78	5051	0	180
2025.03.03	15:30:00	2306.02	2309.70	2285.12	2295.04	4013	0	180
2025.03.03	15:40:00	2294.99	2303.24	2290.34	2295.79	3302	0	180
2025.03.03	15:50:00	2295.73	2302.83	2287.19	2287.87	2813	0	180
2025.03.03	16:00:00	2287.87	2294.90	2276.75	2282.84	3275	0	180
2025.03.03	16:10:00	2282.84	2284.85	2257.20	2283.95	3912	0	180
2025.03.03	16:20:00	2283.95	2296.46	2283.14	2287.29	2991	0	180
2025.03.03	16:30:00	2287.05	2288.88	2272.45	2276.79	3258	0	180
2025.03.03	16:40:00	2276.82	2286.49	2275.26	2284.05	2818	0	180
2025.03.03	16:50:00	2284.05	2288.65	2276.79	2276.79	2127	0	180
2025.03.03	17:00:00	2276.79	2283.71	2267.60	2273.95	2734	0	180
2025.03.03	17:10:00	2273.95	2280.32	2265.09	2279.69	2732	0	180
2025.03.03	17:20:00	2279.67	2287.55	2271.71	2278.47	2108	0	180
2025.03.03	17:30:00	2278.47	2290.53	2277.33	2288.86	2123	0	180
2025.03.03	17:40:00	2289.10	2296.82	2281.40	2281.40	2186	0	180
2025.03.03	17:50:00	2281.40	2285.76	2273.01	2277.47	1999	0	180
2025.03.03	18:00:00	2277.47	2280.73	2252.66	2261.48	3443	0	180
2025.03.03	18:10:00	2261.48	2262.48	2235.64	2237.70	4807	0	180
2025.03.03	18:20:00	2237.70	2246.31	2203.19	2212.42	5888	0	180
2025.03.03	18:30:00	2212.24	2229.85	2181.04	2181.04	7261	0	180
2025.03.03	18:40:00	2180.97	2210.45	2177.89	2191.19	7142	0	180
2025.03.03	18:50:00	2191.04	2205.55	2186.05	2193.37	6705	0	180
2025.03.03	19:00:00	2193.22	2207.78	2185.15	2192.14	6244	0	180
2025.03.03	19:10:00	2192.07	2192.46	2148.59	2158.89	6905	0	180
2025.03.03	19:20:00	2158.89	2179.34	2157.83	2176.44	5669	0	180
2025.03.03	19:30:00	2176.44	2192.91	2170.21	2185.55	5516	0	180
2025.03.03	19:40:00	2185.69	2191.53	2176.36	2181.52	4488	0	180
2025.03.03	19:50:00	2181.48	2186.32	2096.72	2109.91	7608	0	180
2025.03.03	20:00:00	2109.98	2137.89	2102.42	2132.30	8013	0	180
2025.03.03	20:10:00	2132.42	2140.47	2123.57	2126.36	6850	0	180
2025.03.03	20:20:00	2126.31	2136.14	2119.31	2123.10	5992	0	180
2025.03.03	20:30:00	2123.22	2132.99	2102.37	2104.42	5733	0	180
2025.03.03	20:40:00	2104.61	2125.13	2097.24	2117.75	5512	0	180
2025.03.03	20:50:00	2117.75	2133.00	2116.56	2129.79	4024	0	180
2025.03.03	21:00:00	2129.92	2138.38	2123.53	2134.09	3166	0	180
2025.03.03	21:10:00	2134.09	2145.21	2132.32	2140.95	2669	0	180
2025.03.03	21:20:00	2140.95	2142.01	2130.87	2132.09	1917	0	180
2025.03.03	21:30:00	2132.09	2145.88	2130.99	2145.43	1821	0	180
2025.03.03	21:40:00	2145.84	2148.45	2128.87	2132.20	2120	0	180
2025.03.03	21:50:00	2132.06	2133.00	2104.41	2112.95	3566	0	180
2025.03.03	22:00:00	2112.79	2137.77	2112.27	2129.31	3907	0	180
2025.03.03	22:10:00	2129.31	2140.37	2124.99	2139.30	2527	0	180
2025.03.03	22:20:00	2139.30	2143.79	2135.30	2139.35	1736	0	180
2025.03.03	22:30:00	2139.35	2150.64	2138.80	2145.91	2171	0	180
2025.03.03	22:40:00	2145.91	2158.10	2145.37	2157.32	1717	0	180
2025.03.03	22:50:00	2157.32	2174.16	2156.51	2166.69	1931	0	180
2025.03.03	23:00:00	2166.72	2166.72	2151.53	2155.28	2866	0	180
2025.03.03	23:10:00	2155.28	2158.40	2146.86	2158.16	1701	0	180
2025.03.03	23:20:00	2158.16	2166.11	2156.52	2157.31	1443	0	180
2025.03.03	23:30:00	2157.31	2165.31	2152.10	2163.57	1407	0	180
2025.03.03	23:40:00	2163.57	2166.09	2153.38	2156.22	1731	0	180
2025.03.03	23:50:00	2156.22	2158.87	2143.85	2150.83	1563	0	180
2025.03.04	00:00:00	2150.84	2168.42	2141.34	2153.94	3227	0	180
2025.03.04	00:10:00	2153.94	2162.81	2151.16	2161.12	2865	0	180
2025.03.04	00:20:00	2161.04	2166.53	2144.26	2149.29	3180	0	180
2025.03.04	00:30:00	2149.32	2152.65	2136.78	2141.71	3949	0	180
2025.03.04	00:40:00	2141.73	2143.80	2127.21	2132.80	3730	0	180
2025.03.04	00:50:00	2132.80	2137.19	2124.16	2125.87	2756	0	180
2025.03.04	01:00:00	2125.87	2135.36	2117.80	2119.99	3911	0	180
2025.03.04	01:10:00	2119.91	2129.08	2110.18	2117.03	4412	0	180
2025.03.04	01:20:00	2117.03	2122.61	2102.10	2121.88	4035	0	180
2025.03.04	01:30:00	2121.94	2127.45	2060.26	2067.54	6012	0	180
2025.03.04	01:40:00	2068.19	2074.18	2026.21	2047.89	8790	0	180
2025.03.04	01:50:00	2048.12	2076.72	2045.34	2058.15	7502	0	180
2025.03.04	02:00:00	2058.27	2071.78	2003.75	2035.03	7494	0	180
2025.03.04	02:10:00	2035.15	2056.35	2020.97	2037.30	7583	0	180
2025.03.04	02:20:00	2037.43	2062.35	2027.48	2057.44	6380	0	180
2025.03.04	02:30:00	2057.44	2076.90	2056.42	2069.60	5137	0	180
2025.03.04	02:40:00	2069.52	2073.01	2057.82	2068.12	4118	0	180
2025.03.04	02:50:00	2068.12	2083.90	2062.24	2069.38	3392	0	180
2025.03.04	03:00:00	2069.38	2081.16	2067.58	2074.49	3490	0	180
2025.03.04	03:10:00	2074.49	2075.03	2055.71	2062.11	2874	0	180
2025.03.04	03:20:00	2062.11	2074.58	2059.69	2072.07	2429	0	180
2025.03.04	03:30:00	2072.10	2077.23	2067.97	2068.26	2326	0	180
2025.03.04	03:40:00	2068.26	2071.62	2061.37	2071.27	2129	0	180
2025.03.04	03:50:00	2071.27	2094.32	2071.05	2076.05	3192	0	180
2025.03.04	04:00:00	2076.05	2084.89	2071.67	2083.43	3187	0	180
2025.03.04	04:10:00	2083.43	2092.88	2080.44	2082.26	2766	0	180
2025.03.04	04:20:00	2082.26	2094.96	2080.53	2086.90	2604	0	180
2025.03.04	04:30:00	2086.90	2088.26	2076.99	2084.23	2717	0	180
2025.03.04	04:40:00	2084.23	2090.80	2083.38	2087.29	2448	0	180
2025.03.04	04:50:00	2087.29	2093.11	2078.30	2082.26	2026	0	180
2025.03.04	05:00:00	2082.28	2122.98	2079.03	2102.89	5163	0	180
2025.03.04	05:10:00	2102.92	2104.77	2089.04	2095.24	4067	0	180
2025.03.04	05:20:00	2095.22	2107.07	2090.41	2104.29	3028	0	180
2025.03.04	05:30:00	2104.29	2110.45	2098.13	2106.26	2847	0	180
2025.03.04	05:40:00	2106.26	2107.44	2099.51	2100.65	2305	0	180
2025.03.04	05:50:00	2100.65	2111.41	2099.48	2107.25	1928	0	180
2025.03.04	06:00:00	2107.25	2112.47	2102.70	2104.47	2469	0	180
2025.03.04	06:10:00	2104.41	2108.69	2094.28	2097.75	2110	0	180
2025.03.04	06:20:00	2097.75	2109.08	2093.25	2106.89	1975	0	180
2025.03.04	06:30:00	2106.89	2109.23	2094.97	2098.22	2215	0	180
2025.03.04	06:40:00	2098.34	2100.49	2090.27	2094.34	1805	0	180
2025.03.04	06:50:00	2094.34	2101.90	2092.53	2097.84	1634	0	180
2025.03.04	07:00:00	2097.83	2103.79	2083.11	2083.14	2464	0	180
2025.03.04	07:10:00	2083.14	2085.38	2072.08	2078.35	2954	0	180
2025.03.04	07:20:00	2078.35	2083.90	2068.55	2079.31	2152	0	180
2025.03.04	07:30:00	2079.30	2088.19	2077.35	2080.97	2333	0	180
2025.03.04	07:40:00	2080.97	2081.79	2075.15	2079.72	2085	0	180
2025.03.04	07:50:00	2079.72	2084.69	2077.35	2081.16	1697	0	180
2025.03.04	08:00:00	2081.16	2090.46	2070.49	2072.43	3466	0	180
2025.03.04	08:10:00	2072.42	2092.94	2071.62	2090.13	2533	0	180
2025.03.04	08:20:00	2090.13	2106.27	2084.48	2093.93	2636	0	180
2025.03.04	08:30:00	2093.93	2104.28	2093.46	2098.54	2847	0	180
2025.03.04	08:40:00	2098.54	2099.37	2085.21	2085.21	1923	0	180
2025.03.04	08:50:00	2085.21	2099.99	2083.87	2099.16	1737	0	180
2025.03.04	09:00:00	2099.16	2101.47	2092.62	2097.42	2025	0	180
2025.03.04	09:10:00	2097.50	2112.41	2094.29	2095.28	2463	0	180
2025.03.04	09:20:00	2095.28	2096.35	2085.44	2092.85	2313	0	180
2025.03.04	09:30:00	2092.83	2099.98	2087.91	2099.10	1919	0	180
2025.03.04	09:40:00	2099.16	2104.87	2097.27	2098.42	1761	0	180
2025.03.04	09:50:00	2098.42	2098.42	2087.44	2087.91	1539	0	180
2025.03.04	10:00:00	2087.85	2095.61	2084.02	2092.07	1961	0	180
2025.03.04	10:10:00	2092.07	2097.19	2083.46	2084.36	1758	0	180
2025.03.04	10:20:00	2084.21	2093.58	2078.74	2089.24	1963	0	180
2025.03.04	10:30:00	2089.19	2101.19	2087.46	2096.74	2381	0	180
2025.03.04	10:40:00	2096.79	2107.98	2095.87	2103.55	1845	0	180
2025.03.04	10:50:00	2103.55	2104.83	2098.73	2100.25	1329	0	180
2025.03.04	11:00:00	2100.25	2105.73	2095.70	2103.33	1746	0	180
2025.03.04	11:10:00	2103.33	2118.73	2102.79	2106.09	2784	0	180
2025.03.04	11:20:00	2106.10	2109.12	2099.14	2109.08	1957	0	180
2025.03.04	11:30:00	2109.08	2114.80	2105.70	2108.55	2022	0	180
2025.03.04	11:40:00	2108.54	2110.43	2103.20	2107.02	1667	0	180
2025.03.04	11:50:00	2107.02	2111.77	2099.20	2101.65	1506	0	180
2025.03.04	12:00:00	2101.76	2102.21	2092.01	2093.96	2043	0	180
2025.03.04	12:10:00	2093.95	2097.47	2087.93	2090.37	1747	0	180
2025.03.04	12:20:00	2090.35	2095.99	2082.58	2087.74	2298	0	180
2025.03.04	12:30:00	2087.49	2098.35	2085.87	2096.00	1938	0	180
2025.03.04	12:40:00	2096.00	2113.31	2096.00	2104.77	2433	0	180
2025.03.04	12:50:00	2104.58	2109.90	2099.78	2104.32	1919	0	180
2025.03.04	13:00:00	2104.32	2104.32	2089.16	2089.81	2422	0	180
2025.03.04	13:10:00	2089.62	2091.57	2079.33	2080.23	3157	0	180
2025.03.04	13:20:00	2080.23	2082.11	2054.16	2060.65	4375	0	180
2025.03.04	13:30:00	2060.65	2079.04	2053.58	2072.98	4646	0	180
2025.03.04	13:40:00	2073.00	2086.16	2070.48	2077.11	3255	0	180
2025.03.04	13:50:00	2077.25	2077.96	2054.64	2065.02	3788	0	180
2025.03.04	14:00:00	2065.09	2083.80	2060.51	2077.37	3833	0	180
2025.03.04	14:10:00	2077.37	2079.54	2059.64	2061.63	3344	0	180
2025.03.04	14:20:00	2061.63	2076.04	2057.98	2066.19	3976	0	180
2025.03.04	14:30:00	2066.19	2158.49	2040.26	2139.85	8142	0	180
2025.03.04	14:40:00	2139.81	2150.39	2098.99	2113.58	8284	0	180
2025.03.04	14:50:00	2113.78	2118.69	2073.36	2078.54	7935	0	180
2025.03.04	15:00:00	2078.54	2087.66	2056.15	2063.47	8017	0	180
2025.03.04	15:10:00	2063.47	2078.36	2043.60	2049.05	7350	0	180
2025.03.04	15:20:00	2048.98	2062.85	2025.80	2054.12	7564	0	180
2025.03.04	15:30:00	2054.12	2068.08	2048.21	2059.55	6151	0	180
2025.03.04	15:40:00	2059.55	2084.99	2057.08	2080.81	6144	0	180
2025.03.04	15:50:00	2080.96	2083.17	2070.41	2074.64	4476	0	180
2025.03.04	16:00:00	2074.76	2077.48	2053.30	2057.99	4916	0	180
2025.03.04	16:10:00	2057.99	2077.75	2053.82	2061.27	4856	0	180
2025.03.04	16:20:00	2061.27	2068.30	2017.00	2026.59	5770	0	180
2025.03.04	16:30:00	2026.20	2036.72	1990.75	2022.71	8134	0	180
2025.03.04	16:40:00	2022.71	2054.68	2019.53	2053.97	6357	0	180
2025.03.04	16:50:00	2053.86	2069.65	2050.87	2062.49	5765	0	180
2025.03.04	17:00:00	2062.53	2087.97	2059.09	2080.06	5559	0	180
2025.03.04	17:10:00	2080.06	2114.51	2074.62	2109.85	4883	0	180
2025.03.04	17:20:00	2109.86	2124.92	2106.25	2120.84	5919	0	180
2025.03.04	17:30:00	2120.81	2129.61	2110.05	2123.41	4810	0	180
2025.03.04	17:40:00	2123.41	2135.13	2111.85	2124.32	5165	0	180
2025.03.04	17:50:00	2124.32	2126.95	2113.60	2118.89	3442	0	180
2025.03.04	18:00:00	2118.89	2134.33	2109.48	2131.75	4168	0	180
2025.03.04	18:10:00	2131.72	2145.80	2126.74	2133.40	4253	0	180
2025.03.04	18:20:00	2133.41	2134.27	2120.83	2124.34	3061	0	180
2025.03.04	18:30:00	2124.34	2134.59	2117.90	2134.33	2641	0	180
2025.03.04	18:40:00	2134.33	2141.77	2131.92	2138.58	2318	0	180
2025.03.04	18:50:00	2138.58	2154.20	2136.91	2148.41	2789	0	180
2025.03.04	19:00:00	2148.39	2165.32	2140.55	2162.11	4765	0	180
2025.03.04	19:10:00	2162.00	2166.44	2153.15	2158.53	4364	0	180
2025.03.04	19:20:00	2158.53	2168.81	2151.83	2152.20	3566	0	180
2025.03.04	19:30:00	2152.20	2159.95	2141.97	2159.88	3451	0	180
2025.03.04	19:40:00	2159.90	2175.75	2159.41	2167.88	2999	0	180
2025.03.04	19:50:00	2167.88	2175.97	2167.50	2173.22	2077	0	180
2025.03.04	20:00:00	2173.22	2178.65	2166.60	2168.86	2587	0	180
2025.03.04	20:10:00	2168.97	2177.98	2167.47	2175.72	2283	0	180
2025.03.04	20:20:00	2175.72	2193.97	2174.70	2186.77	3029	0	180
2025.03.04	20:30:00	2186.77	2187.85	2167.27	2167.56	3356	0	180
2025.03.04	20:40:00	2167.56	2170.11	2158.61	2163.45	2200	0	180
2025.03.04	20:50:00	2163.45	2163.51	2136.77	2139.93	3510	0	180
2025.03.04	21:00:00	2140.09	2146.47	2127.33	2142.07	2945	0	180
2025.03.04	21:10:00	2142.07	2166.61	2140.41	2156.57	2236	0	180
2025.03.04	21:20:00	2156.66	2222.44	2154.39	2216.87	5117	0	180
2025.03.04	21:30:00	2216.87	2217.02	2184.26	2184.27	4299	0	180
2025.03.04	21:40:00	2184.32	2191.74	2171.77	2185.30	3518	0	180
2025.03.04	21:50:00	2185.30	2187.67	2173.74	2178.73	2258	0	180
2025.03.04	22:00:00	2178.72	2186.02	2170.17	2174.80	2215	0	180
2025.03.04	22:10:00	2174.80	2179.95	2173.01	2176.78	1568	0	180
2025.03.04	22:20:00	2176.78	2188.66	2176.78	2182.46	1095	0	180
2025.03.04	22:30:00	2182.46	2187.49	2178.54	2180.91	1472	0	180
2025.03.04	22:40:00	2180.91	2185.49	2179.54	2180.92	963	0	180
2025.03.04	22:50:00	2180.92	2181.15	2166.32	2166.71	1144	0	180
2025.03.04	23:00:00	2166.92	2177.93	2165.60	2177.09	2117	0	180
2025.03.04	23:10:00	2177.09	2180.55	2167.67	2167.67	1104	0	180
2025.03.04	23:20:00	2167.55	2169.19	2158.53	2167.65	1379	0	180
2025.03.04	23:30:00	2167.65	2171.44	2166.04	2170.20	1116	0	180
2025.03.04	23:40:00	2170.20	2173.87	2167.80	2173.42	993	0	180
2025.03.04	23:50:00	2173.42	2176.16	2169.23	2171.49	880	0	180
2025.03.05	00:00:00	2171.49	2172.72	2164.64	2170.58	1690	0	180
2025.03.05	00:10:00	2170.62	2176.70	2165.21	2166.27	2184	0	180
2025.03.05	00:20:00	2166.35	2169.90	2160.03	2167.78	1989	0	180
2025.03.05	00:30:00	2167.78	2172.30	2155.99	2161.22	2029	0	180
2025.03.05	00:40:00	2161.22	2168.39	2155.58	2158.93	2129	0	180
2025.03.05	00:50:00	2158.93	2165.61	2158.18	2165.13	1589	0	180
2025.03.05	01:00:00	2165.13	2166.85	2155.47	2160.07	1918	0	180
2025.03.05	01:10:00	2160.07	2171.65	2160.07	2164.11	1696	0	180
2025.03.05	01:20:00	2164.11	2180.24	2164.11	2172.00	1705	0	180
2025.03.05	01:30:00	2172.00	2185.52	2165.53	2178.59	2743	0	180
2025.03.05	01:40:00	2178.59	2189.88	2174.69	2188.08	1707	0	180
2025.03.05	01:50:00	2188.08	2193.43	2185.45	2189.88	1899	0	180
2025.03.05	02:00:00	2189.98	2191.13	2176.30	2180.38	1859	0	180
2025.03.05	02:10:00	2180.38	2181.08	2170.39	2174.40	1848	0	180
2025.03.05	02:20:00	2174.49	2188.71	2173.15	2175.65	2574	0	180
2025.03.05	02:30:00	2175.65	2181.19	2166.93	2172.72	2420	0	180
2025.03.05	02:40:00	2172.63	2186.24	2172.08	2182.92	2373	0	180
2025.03.05	02:50:00	2182.92	2191.41	2177.69	2179.76	2225	0	180
2025.03.05	03:00:00	2179.76	2186.07	2174.76	2183.16	2287	0	180
2025.03.05	03:10:00	2183.16	2189.90	2182.90	2183.59	1857	0	180
2025.03.05	03:20:00	2183.59	2188.64	2180.51	2181.78	1688	0	180
2025.03.05	03:30:00	2181.78	2185.26	2174.66	2176.82	2054	0	180
2025.03.05	03:40:00	2176.82	2177.19	2167.84	2172.45	1831	0	180
2025.03.05	03:50:00	2172.41	2178.40	2159.77	2161.03	1710	0	180
2025.03.05	04:00:00	2161.07	2169.85	2158.04	2166.67	3065	0	180
2025.03.05	04:10:00	2166.70	2170.53	2161.69	2166.99	1616	0	180
2025.03.05	04:20:00	2166.99	2173.00	2164.60	2164.75	1464	0	180
2025.03.05	04:30:00	2164.75	2169.67	2162.21	2168.87	1153	0	180
2025.03.05	04:40:00	2168.87	2173.34	2166.97	2173.12	999	0	180
2025.03.05	04:50:00	2173.09	2175.94	2170.47	2173.36	1040	0	180
2025.03.05	05:00:00	2173.36	2177.68	2170.31	2177.31	1315	0	180
2025.03.05	05:10:00	2177.31	2179.86	2172.90	2175.44	1274	0	180
2025.03.05	05:20:00	2175.44	2176.72	2171.08	2172.24	806	0	180
2025.03.05	05:30:00	2172.24	2181.20	2171.52	2175.68	1183	0	180
2025.03.05	05:40:00	2175.68	2179.39	2172.36	2179.39	914	0	180
2025.03.05	05:50:00	2179.39	2183.28	2177.92	2180.06	1003	0	180
2025.03.05	06:00:00	2180.13	2184.79	2174.33	2177.56	1117	0	180
2025.03.05	06:10:00	2177.56	2182.45	2175.28	2179.86	1208	0	180
2025.03.05	06:20:00	2179.86	2181.65	2176.61	2177.19	791	0	180
2025.03.05	06:30:00	2177.26	2180.60	2175.69	2180.59	1014	0	180
2025.03.05	06:40:00	2180.59	2185.97	2180.43	2185.35	979	0	180
2025.03.05	06:50:00	2185.35	2196.26	2182.90	2190.96	1227	0	180
2025.03.05	07:00:00	2190.97	2207.33	2190.97	2199.80	2182	0	180
2025.03.05	07:10:00	2199.80	2200.52	2190.27	2191.40	1060	0	180
2025.03.05	07:20:00	2191.40	2199.67	2188.50	2199.67	1106	0	180
2025.03.05	07:30:00	2199.67	2204.35	2195.38	2197.71	1388	0	180
2025.03.05	07:40:00	2197.71	2211.48	2195.65	2211.29	1683	0	180
2025.03.05	07:50:00	2211.29	2214.04	2206.47	2207.29	1418	0	180
2025.03.05	08:00:00	2207.28	2215.23	2205.03	2210.19	1987	0	180
2025.03.05	08:10:00	2210.19	2222.12	2209.96	2221.30	1605	0	180
2025.03.05	08:20:00	2221.30	2227.38	2211.28	2213.06	1718	0	180
2025.03.05	08:30:00	2213.08	2219.32	2210.34	2215.59	1315	0	180
2025.03.05	08:40:00	2215.59	2221.26	2214.13	2217.61	1276	0	180
2025.03.05	08:50:00	2217.61	2219.59	2212.53	2213.57	1030	0	180
2025.03.05	09:00:00	2213.57	2234.24	2212.07	2231.88	1918	0	180
2025.03.05	09:10:00	2231.88	2252.22	2230.98	2235.36	3273	0	180
2025.03.05	09:20:00	2235.36	2251.55	2235.11	2247.76	2226	0	180
2025.03.05	09:30:00	2247.76	2263.44	2246.58	2250.82	3054	0	180
2025.03.05	09:40:00	2250.82	2254.21	2242.89	2243.85	1587	0	180
2025.03.05	09:50:00	2243.85	2244.56	2234.54	2240.30	1293	0	180
2025.03.05	10:00:00	2240.30	2245.77	2237.02	2239.63	1073	0	180
2025.03.05	10:10:00	2239.63	2240.44	2233.21	2235.40	1256	0	180
2025.03.05	10:20:00	2235.40	2258.66	2235.40	2256.21	2213	0	180
